utc_time,local_time,PM2.5,CO,PM10,NO2,Temperature,Humidity,Wind Speed,AQI_CO,AQI_NO2,AQI_PM10,AQI_PM2.5,AQI
2024-04-17 18:00:00+00:00,2024-04-18 01:00:00+07:00,35.5,547.0,84.4,5.16,25.0,94.0,2.82,5.0,3.0,66.0,101.0,101.0
2024-04-17 19:00:00+00:00,2024-04-18 02:00:00+07:00,35.5,526.0,86.0,5.15,25.0,93.0,2.51,5.0,3.0,66.0,101.0,101.0
2024-04-17 20:00:00+00:00,2024-04-18 03:00:00+07:00,38.9,480.0,80.2,5.14,25.0,93.0,2.6,5.0,3.0,63.0,109.0,109.0
2024-04-17 21:00:00+00:00,2024-04-18 04:00:00+07:00,38.9,459.0,74.0,5.11,25.0,95.0,3.03,5.0,3.0,60.0,109.0,109.0
2024-04-17 22:00:00+00:00,2024-04-18 05:00:00+07:00,37.3,393.0,61.1,5.13,25.0,97.0,2.89,4.0,3.0,54.0,105.0,105.0
2024-04-17 23:00:00+00:00,2024-04-18 06:00:00+07:00,32.4,572.0,50.6,5.19,24.0,97.0,2.06,6.0,3.0,47.0,94.0,94.0
2024-04-18 00:00:00+00:00,2024-04-18 07:00:00+07:00,31.0,746.0,45.1,5.16,25.0,91.0,3.35,7.0,3.0,42.0,92.0,92.0
2024-04-18 01:00:00+00:00,2024-04-18 08:00:00+07:00,35.2,1240.0,51.4,5.16,24.0,86.0,3.89,12.0,3.0,48.0,100.0,100.0
2024-04-18 02:00:00+00:00,2024-04-18 09:00:00+07:00,26.5,1230.0,36.1,5.16,24.0,78.0,4.27,12.0,3.0,33.0,83.0,83.0
2024-04-18 03:00:00+00:00,2024-04-18 10:00:00+07:00,31.9,1410.0,30.0,5.22,25.0,73.0,4.35,14.0,3.0,28.0,93.0,93.0
2024-04-18 04:00:00+00:00,2024-04-18 11:00:00+07:00,28.8,994.0,48.1,5.17,26.0,70.0,4.42,10.0,3.0,45.0,88.0,88.0
2024-04-18 05:00:00+00:00,2024-04-18 12:00:00+07:00,27.0,801.0,39.1,5.2,28.0,69.0,4.13,8.0,3.0,36.0,84.0,84.0
2024-04-18 06:00:00+00:00,2024-04-18 13:00:00+07:00,45.2,625.0,44.4,5.16,30.0,48.0,4.46,6.0,3.0,41.0,125.0,125.0
2024-04-18 07:00:00+00:00,2024-04-18 14:00:00+07:00,35.9,621.0,43.6,5.19,32.0,47.0,5.79,6.0,3.0,40.0,102.0,102.0
2024-04-18 08:00:00+00:00,2024-04-18 15:00:00+07:00,37.2,632.0,42.8,5.17,32.0,51.0,6.66,6.0,3.0,40.0,105.0,105.0
2024-04-18 09:00:00+00:00,2024-04-18 16:00:00+07:00,34.4,614.0,47.9,5.17,32.0,52.0,6.37,6.0,3.0,44.0,98.0,98.0
2024-04-18 10:00:00+00:00,2024-04-18 17:00:00+07:00,46.2,660.0,59.5,5.11,32.0,62.0,5.62,7.0,3.0,53.0,127.0,127.0
2024-04-18 11:00:00+00:00,2024-04-18 18:00:00+07:00,35.1,715.0,67.5,5.14,30.0,70.0,8.23,7.0,3.0,57.0,99.0,99.0
2024-04-18 12:00:00+00:00,2024-04-18 19:00:00+07:00,36.5,605.0,85.7,5.11,29.0,75.0,7.45,6.0,3.0,66.0,103.0,103.0
2024-04-18 13:00:00+00:00,2024-04-18 20:00:00+07:00,28.9,564.0,86.0,5.16,28.0,65.0,3.13,6.0,3.0,66.0,88.0,88.0
2024-04-18 14:00:00+00:00,2024-04-18 21:00:00+07:00,41.2,519.0,89.9,5.12,27.0,63.0,5.53,5.0,3.0,68.0,115.0,115.0
2024-04-18 15:00:00+00:00,2024-04-18 22:00:00+07:00,31.9,578.0,80.2,5.16,27.0,73.0,6.69,6.0,3.0,63.0,93.0,93.0
2024-04-18 16:00:00+00:00,2024-04-18 23:00:00+07:00,36.5,426.0,76.7,5.12,27.0,83.0,6.82,4.0,3.0,62.0,103.0,103.0
2024-04-18 17:00:00+00:00,2024-04-19 00:00:00+07:00,33.7,378.0,67.9,5.18,27.0,84.0,6.09,4.0,3.0,57.0,97.0,97.0
2024-04-18 18:00:00+00:00,2024-04-19 01:00:00+07:00,30.8,336.0,75.4,5.13,27.0,88.0,4.36,3.0,3.0,61.0,91.0,91.0
2024-04-18 19:00:00+00:00,2024-04-19 02:00:00+07:00,33.9,308.0,71.5,5.16,27.0,90.0,4.09,3.0,3.0,59.0,97.0,97.0
2024-04-18 20:00:00+00:00,2024-04-19 03:00:00+07:00,34.1,216.0,72.1,5.11,27.0,90.0,4.64,2.0,3.0,59.0,98.0,98.0
2024-04-18 21:00:00+00:00,2024-04-19 04:00:00+07:00,34.2,215.0,63.4,5.14,26.0,90.0,4.88,2.0,3.0,55.0,98.0,98.0
2024-04-18 22:00:00+00:00,2024-04-19 05:00:00+07:00,31.2,217.0,56.4,5.11,27.0,91.0,4.66,2.0,3.0,52.0,92.0,92.0
2024-04-18 23:00:00+00:00,2024-04-19 06:00:00+07:00,37.6,327.0,67.0,5.15,27.0,91.0,4.45,3.0,3.0,57.0,106.0,106.0
2024-04-19 00:00:00+00:00,2024-04-19 07:00:00+07:00,34.2,963.0,65.3,5.15,27.0,86.0,4.88,10.0,3.0,56.0,98.0,98.0
2024-04-19 01:00:00+00:00,2024-04-19 08:00:00+07:00,43.5,1040.0,73.3,5.13,27.0,76.0,5.66,10.0,3.0,60.0,121.0,121.0
2024-04-19 02:00:00+00:00,2024-04-19 09:00:00+07:00,47.6,944.0,81.2,6.648507595062256,27.0,66.0,4.57,9.0,3.0,64.0,131.0,131.0
2024-04-19 03:00:00+00:00,2024-04-19 10:00:00+07:00,38.2,824.0,62.1,17.0,27.0,57.0,4.75,8.0,9.0,55.0,108.0,108.0
2024-04-19 04:00:00+00:00,2024-04-19 11:00:00+07:00,46.5,608.0,53.8,108.0,29.0,49.0,4.97,6.0,55.0,50.0,128.0,128.0
2024-04-19 05:00:00+00:00,2024-04-19 12:00:00+07:00,49.3,609.0,50.5,60.2,29.0,43.0,4.73,6.0,30.0,47.0,135.0,135.0
2024-04-19 06:00:00+00:00,2024-04-19 13:00:00+07:00,49.1,743.0,52.7,42.1,30.0,39.0,5.0,7.0,21.0,49.0,134.0,134.0
2024-04-19 07:00:00+00:00,2024-04-19 14:00:00+07:00,51.5,990.0,58.9,38.8,30.0,36.0,5.03,10.0,19.0,53.0,140.0,140.0
2024-04-19 08:00:00+00:00,2024-04-19 15:00:00+07:00,53.3,903.0,65.1,40.4,31.0,36.0,5.47,9.0,20.0,56.0,145.0,145.0
2024-04-19 09:00:00+00:00,2024-04-19 16:00:00+07:00,48.9,990.0,71.2,41.4,31.0,67.0,8.3,10.0,21.0,59.0,134.0,134.0
2024-04-19 10:00:00+00:00,2024-04-19 17:00:00+07:00,55.3,942.0,84.1,47.1,31.0,73.0,2.81,9.0,24.0,65.0,150.0,150.0
2024-04-19 11:00:00+00:00,2024-04-19 18:00:00+07:00,39.2,1120.0,87.0,47.6,31.0,81.0,7.27,11.0,24.0,67.0,110.0,110.0
2024-04-19 12:00:00+00:00,2024-04-19 19:00:00+07:00,46.7,1050.0,87.2,52.4,29.03,70.0,6.21,10.0,26.0,67.0,129.0,129.0
2024-04-19 13:00:00+00:00,2024-04-19 20:00:00+07:00,42.9,913.0,88.3,56.5,28.0,78.0,6.51,9.0,28.0,67.0,119.0,119.0
2024-04-19 14:00:00+00:00,2024-04-19 21:00:00+07:00,47.2,656.0,95.2,55.9,28.0,82.0,5.4,7.0,28.0,71.0,130.0,130.0
2024-04-19 15:00:00+00:00,2024-04-19 22:00:00+07:00,42.7,526.0,116.0,56.3,27.0,86.0,4.59,5.0,28.0,81.0,119.0,119.0
2024-04-19 16:00:00+00:00,2024-04-19 23:00:00+07:00,38.6,354.0,110.0,57.2,27.0,88.0,4.74,4.0,29.0,78.0,109.0,109.0
2024-04-19 17:00:00+00:00,2024-04-20 00:00:00+07:00,41.8,426.0,102.0,57.1,27.0,87.0,4.42,4.0,29.0,74.0,117.0,117.0
2024-04-19 18:00:00+00:00,2024-04-20 01:00:00+07:00,41.2,398.0,97.0,51.5,27.0,85.0,3.71,4.0,26.0,72.0,115.0,115.0
2024-04-19 19:00:00+00:00,2024-04-20 02:00:00+07:00,45.1,403.0,98.0,53.7,27.0,87.0,3.51,4.0,27.0,72.0,125.0,125.0
2024-04-19 20:00:00+00:00,2024-04-20 03:00:00+07:00,48.3,364.0,91.0,56.2,27.0,89.0,3.27,4.0,28.0,69.0,133.0,133.0
2024-04-19 21:00:00+00:00,2024-04-20 04:00:00+07:00,38.8,370.0,88.7,53.1,27.0,90.0,2.98,4.0,27.0,68.0,109.0,109.0
2024-04-19 22:00:00+00:00,2024-04-20 05:00:00+07:00,43.3,320.0,82.5,50.6,27.0,91.0,3.08,3.0,25.0,65.0,120.0,120.0
2024-04-19 23:00:00+00:00,2024-04-20 06:00:00+07:00,43.2,661.0,78.8,41.8,27.0,91.0,3.29,7.0,21.0,63.0,120.0,120.0
2024-04-20 00:00:00+00:00,2024-04-20 07:00:00+07:00,56.5,1000.0,91.6,44.3,27.0,85.0,3.48,10.0,22.0,69.0,152.0,152.0
2024-04-20 01:00:00+00:00,2024-04-20 08:00:00+07:00,42.0,1740.0,90.1,51.2,26.0,77.0,2.7,17.0,26.0,68.0,117.0,117.0
2024-04-20 02:00:00+00:00,2024-04-20 09:00:00+07:00,34.4,1360.0,62.7,54.1,29.0,76.0,2.58,13.0,27.0,55.0,98.0,98.0
2024-04-20 03:00:00+00:00,2024-04-20 10:00:00+07:00,43.4,1290.0,49.0,46.3,29.0,60.0,2.85,13.0,23.0,45.0,120.0,120.0
2024-04-20 04:00:00+00:00,2024-04-20 11:00:00+07:00,53.9,1520.0,51.9,48.7,30.0,50.0,2.78,15.0,24.0,48.0,146.0,146.0
2024-04-20 05:00:00+00:00,2024-04-20 12:00:00+07:00,54.5,1230.0,74.9,46.8,32.0,44.0,3.22,12.0,23.0,61.0,148.0,148.0
2024-04-20 06:00:00+00:00,2024-04-20 13:00:00+07:00,61.0,851.0,86.4,44.6,32.0,39.0,2.77,8.0,22.0,67.0,155.0,155.0
2024-04-20 07:00:00+00:00,2024-04-20 14:00:00+07:00,62.6,850.0,82.8,43.7,33.0,35.0,3.37,8.0,22.0,65.0,156.0,156.0
2024-04-20 08:00:00+00:00,2024-04-20 15:00:00+07:00,64.77239990234375,865.3416137695312,87.70523834228516,40.86273193359375,34.0,35.0,4.7,9.0,20.0,67.0,157.0,157.0
2024-04-20 09:00:00+00:00,2024-04-20 16:00:00+07:00,43.08443069458008,1094.7740478515625,36.083255767822266,31.490840911865234,34.0,46.0,3.55,11.0,16.0,33.0,120.0,120.0
2024-04-20 10:00:00+00:00,2024-04-20 17:00:00+07:00,43.91499710083008,1545.745361328125,48.6837272644043,38.102577209472656,33.0,51.0,5.05,15.0,19.0,45.0,122.0,122.0
2024-04-20 11:00:00+00:00,2024-04-20 18:00:00+07:00,40.12241363525391,1635.9244384765625,51.67591094970703,36.89136505126953,32.0,64.0,6.28,16.0,19.0,48.0,112.0,112.0
2024-04-20 12:00:00+00:00,2024-04-20 19:00:00+07:00,35.11710739135742,1264.2933349609375,46.74469757080078,44.21162414550781,30.0,70.0,6.38,13.0,22.0,43.0,99.0,99.0
2024-04-20 13:00:00+00:00,2024-04-20 20:00:00+07:00,33.62568664550781,1124.943115234375,48.09445571899414,45.75203704833984,29.0,75.0,5.43,11.0,23.0,45.0,97.0,97.0
2024-04-20 14:00:00+00:00,2024-04-20 21:00:00+07:00,28.238414764404297,1053.973876953125,42.26215744018555,47.7229118347168,23.0,78.0,4.41,10.0,24.0,39.0,87.0,87.0
2024-04-20 15:00:00+00:00,2024-04-20 22:00:00+07:00,28.35205841064453,878.3858032226562,45.91367721557617,53.824214935302734,25.0,82.0,3.06,9.0,27.0,43.0,87.0,87.0
2024-04-20 16:00:00+00:00,2024-04-20 23:00:00+07:00,26.635570526123047,915.919677734375,41.52073287963867,53.824214935302734,24.0,85.0,4.2,9.0,27.0,38.0,84.0,84.0
2024-04-20 17:00:00+00:00,2024-04-21 00:00:00+07:00,27.381088256835938,777.0023803710938,41.85880279541016,53.60182189941406,24.0,85.0,3.69,8.0,27.0,39.0,85.0,85.0
2024-04-20 18:00:00+00:00,2024-04-21 01:00:00+07:00,24.154895782470703,715.8055419921875,47.57077407836914,36.0750732421875,24.0,89.0,1.91,7.0,18.0,44.0,79.0,79.0
2024-04-20 19:00:00+00:00,2024-04-21 02:00:00+07:00,27.2797794342041,770.5841674804688,69.81018829345703,53.62437057495117,24.0,91.0,2.16,8.0,27.0,58.0,85.0,85.0
2024-04-20 20:00:00+00:00,2024-04-21 03:00:00+07:00,29.697933197021484,783.0673828125,68.4258804321289,53.61863327026367,24.0,92.0,1.15,8.0,27.0,58.0,89.0,89.0
2024-04-20 21:00:00+00:00,2024-04-21 04:00:00+07:00,27.981422424316406,814.26123046875,63.59450912475586,53.84676361083984,24.0,93.0,1.94,8.0,27.0,55.0,86.0,86.0
2024-04-20 22:00:00+00:00,2024-04-21 05:00:00+07:00,26.331201553344727,827.5675659179688,46.335479736328125,36.74929428100586,24.0,94.0,2.29,8.0,18.0,43.0,83.0,83.0
2024-04-20 23:00:00+00:00,2024-04-21 06:00:00+07:00,26.33765983581543,825.7476196289062,46.45600509643555,36.74929428100586,25.0,94.0,1.85,8.0,18.0,43.0,83.0,83.0
2024-04-21 00:00:00+00:00,2024-04-21 07:00:00+07:00,28.99424171447754,1223.0906982421875,46.14865493774414,42.1567611694336,25.0,86.0,1.75,12.0,21.0,43.0,88.0,88.0
2024-04-21 01:00:00+00:00,2024-04-21 08:00:00+07:00,31.4362907409668,1255.4989013671875,52.2637939453125,39.82201766967773,26.0,79.0,0.79,12.0,20.0,48.0,93.0,93.0
2024-04-21 02:00:00+00:00,2024-04-21 09:00:00+07:00,30.72838020324707,1047.621337890625,55.27862548828125,59.230743408203125,26.0,74.0,0.73,10.0,30.0,51.0,91.0,91.0
2024-04-21 03:00:00+00:00,2024-04-21 10:00:00+07:00,26.98273277282715,912.6470336914062,44.9876823425293,33.87713623046875,27.0,68.0,1.59,9.0,17.0,42.0,84.0,84.0
2024-04-21 04:00:00+00:00,2024-04-21 11:00:00+07:00,29.972198486328125,941.9209594726562,52.352317810058594,33.87713623046875,28.0,58.0,1.43,9.0,17.0,48.0,90.0,90.0
2024-04-21 05:00:00+00:00,2024-04-21 12:00:00+07:00,32.5352668762207,984.6817016601562,54.38529968261719,33.87713623046875,29.0,51.0,1.47,10.0,17.0,0.0,95.0,95.0
2024-04-21 06:00:00+00:00,2024-04-21 13:00:00+07:00,36.1204719543457,1008.1265869140624,46.8592529296875,32.37641906738281,29.0,53.0,2.74,10.0,16.0,43.0,103.0,103.0
2024-04-21 07:00:00+00:00,2024-04-21 14:00:00+07:00,43.56659698486328,955.21240234375,62.23423767089844,33.87588119506836,31.0,49.0,3.86,9.0,17.0,55.0,121.0,121.0
2024-04-21 08:00:00+00:00,2024-04-21 15:00:00+07:00,44.86730194091797,1047.2833251953125,69.00635528564453,24.75086784362793,32.0,45.0,3.12,10.0,12.0,58.0,124.0,124.0
2024-04-21 09:00:00+00:00,2024-04-21 16:00:00+07:00,43.804237365722656,1097.0726318359375,62.843868255615234,24.75086784362793,32.0,46.0,4.02,11.0,12.0,55.0,121.0,121.0
2024-04-21 10:00:00+00:00,2024-04-21 17:00:00+07:00,40.53075408935547,1542.792724609375,50.31428146362305,32.76524353027344,31.0,55.0,4.63,15.0,16.0,47.0,113.0,113.0
2024-04-21 11:00:00+00:00,2024-04-21 18:00:00+07:00,31.83092498779297,1638.561279296875,44.0657844543457,36.11561965942383,30.0,66.0,4.77,16.0,18.0,41.0,93.0,93.0
2024-04-21 12:00:00+00:00,2024-04-21 19:00:00+07:00,38.17428588867188,1295.3470458984375,68.11943054199219,32.1993293762207,29.0,76.0,5.46,13.0,16.0,57.0,108.0,108.0
2024-04-21 13:00:00+00:00,2024-04-21 20:00:00+07:00,33.06935501098633,954.2412719726562,48.29636001586914,29.78593635559082,28.0,85.0,5.31,9.0,15.0,45.0,96.0,96.0
2024-04-21 14:00:00+00:00,2024-04-21 21:00:00+07:00,28.23925399780273,952.0148315429688,42.092430114746094,29.566835403442383,28.0,88.0,4.32,9.0,15.0,39.0,87.0,87.0
2024-04-21 15:00:00+00:00,2024-04-21 22:00:00+07:00,27.34688186645508,804.8119506835938,41.76060485839844,28.828828811645508,27.0,87.0,3.99,8.0,14.0,39.0,85.0,85.0
2024-04-21 16:00:00+00:00,2024-04-21 23:00:00+07:00,27.93681526184082,744.4291381835938,43.697540283203125,28.77753639221192,27.0,87.0,3.2,7.0,14.0,40.0,86.0,86.0
2024-04-21 17:00:00+00:00,2024-04-22 00:00:00+07:00,28.28421974182129,717.3363647460938,43.32429885864258,28.55336570739746,27.0,87.0,3.01,7.0,14.0,40.0,87.0,87.0
2024-04-21 18:00:00+00:00,2024-04-22 01:00:00+07:00,28.14472198486328,717.3363647460938,45.315879821777344,28.55336570739746,27.0,87.0,2.68,7.0,14.0,42.0,86.0,86.0
2024-04-21 19:00:00+00:00,2024-04-22 02:00:00+07:00,27.873205184936523,718.9056396484375,46.91449737548828,28.32522201538086,26.0,87.0,2.64,7.0,14.0,43.0,86.0,86.0
2024-04-21 20:00:00+00:00,2024-04-22 03:00:00+07:00,24.28009796142578,713.4542236328125,49.02759552001953,28.97467422485352,25.0,89.0,1.71,7.0,15.0,45.0,79.0,79.0
2024-04-21 21:00:00+00:00,2024-04-22 04:00:00+07:00,23.800107955932617,735.2703247070312,48.00189971923828,28.97467422485352,25.0,89.0,2.32,7.0,15.0,44.0,78.0,78.0
2024-04-21 22:00:00+00:00,2024-04-22 05:00:00+07:00,25.15331649780273,821.0726318359375,48.11546325683594,29.98814392089844,24.0,88.0,2.36,8.0,15.0,45.0,81.0,81.0
2024-04-21 23:00:00+00:00,2024-04-22 06:00:00+07:00,25.430456161499023,860.0845336914062,46.36881256103516,29.98814392089844,24.0,88.0,2.42,9.0,15.0,43.0,81.0,81.0
2024-04-22 00:00:00+00:00,2024-04-22 07:00:00+07:00,30.81689453125,1469.1383056640625,49.76464080810547,42.03654098510742,24.0,90.0,2.33,15.0,21.0,46.0,91.0,91.0
2024-04-22 01:00:00+00:00,2024-04-22 08:00:00+07:00,33.02069854736328,1461.70068359375,40.6353874206543,42.08787155151367,24.0,86.0,3.22,15.0,21.0,38.0,96.0,96.0
2024-04-22 02:00:00+00:00,2024-04-22 09:00:00+07:00,29.6692123413086,1056.3321533203125,31.065961837768555,33.0683479309082,25.0,82.0,3.83,10.0,17.0,29.0,89.0,89.0
2024-04-22 03:00:00+00:00,2024-04-22 10:00:00+07:00,30.279767990112305,973.9771728515624,34.80830764770508,29.42270851135254,26.0,80.0,3.74,10.0,15.0,32.0,90.0,90.0
2024-04-22 04:00:00+00:00,2024-04-22 11:00:00+07:00,29.302335739135746,1020.727294921875,31.16916275024414,29.42270851135254,26.0,79.0,3.79,10.0,15.0,29.0,89.0,89.0
2024-04-22 05:00:00+00:00,2024-04-22 12:00:00+07:00,30.25254249572754,962.6439208984376,35.023765563964844,29.42270851135254,27.0,79.0,3.47,10.0,15.0,32.0,90.0,90.0
2024-04-22 06:00:00+00:00,2024-04-22 13:00:00+07:00,30.831279754638672,1035.9022216796875,37.899505615234375,27.10655975341797,27.0,68.0,4.75,10.0,14.0,35.0,91.0,91.0
2024-04-22 07:00:00+00:00,2024-04-22 14:00:00+07:00,38.84181213378906,1155.1607666015625,42.277793884277344,31.915668487548828,29.0,62.0,5.33,11.0,16.0,39.0,109.0,109.0
2024-04-22 08:00:00+00:00,2024-04-22 15:00:00+07:00,37.27140808105469,1272.72998046875,36.86662292480469,34.22429275512695,29.0,58.0,5.0,13.0,17.0,34.0,105.0,105.0
2024-04-22 09:00:00+00:00,2024-04-22 16:00:00+07:00,38.469017028808594,1339.5472412109375,39.59525680541992,34.33418655395508,29.0,57.0,4.45,13.0,17.0,37.0,108.0,108.0
2024-04-22 10:00:00+00:00,2024-04-22 17:00:00+07:00,36.46111679077149,1637.220703125,45.2383918762207,38.5617561340332,28.0,60.0,4.38,16.0,19.0,42.0,103.0,103.0
2024-04-22 11:00:00+00:00,2024-04-22 18:00:00+07:00,34.37016296386719,1662.714111328125,48.94311141967773,38.5617561340332,28.0,70.0,4.42,16.0,19.0,45.0,98.0,98.0
2024-04-22 12:00:00+00:00,2024-04-22 19:00:00+07:00,35.424049377441406,1200.8104248046875,49.67180633544922,34.4509162902832,27.0,80.0,4.49,12.0,17.0,46.0,0.0,46.0
2024-04-22 13:00:00+00:00,2024-04-22 20:00:00+07:00,34.18544006347656,942.3517456054688,47.57087707519531,32.59279251098633,27.0,87.0,4.51,9.0,16.0,44.0,98.0,98.0
2024-04-22 14:00:00+00:00,2024-04-22 21:00:00+07:00,34.1690559387207,964.0023803710938,47.62503433227539,32.59279251098633,27.0,91.0,4.42,10.0,16.0,44.0,98.0,98.0
2024-04-22 15:00:00+00:00,2024-04-22 22:00:00+07:00,33.22508239746094,939.0473022460938,45.38777923583984,32.37369155883789,27.0,93.0,4.19,9.0,16.0,42.0,96.0,96.0
2024-04-22 16:00:00+00:00,2024-04-22 23:00:00+07:00,33.49801254272461,753.6282348632812,43.7783203125,31.58438873291016,27.0,94.0,3.6,7.0,16.0,41.0,96.0,96.0
2024-04-22 17:00:00+00:00,2024-04-23 00:00:00+07:00,33.23201370239258,730.5975341796875,43.65293502807617,31.360218048095703,27.0,93.0,3.54,7.0,16.0,40.0,96.0,96.0
2024-04-22 18:00:00+00:00,2024-04-23 01:00:00+07:00,33.7469596862793,731.3563842773438,50.72671127319336,31.360218048095703,27.0,90.0,2.94,7.0,16.0,47.0,97.0,97.0
2024-04-22 19:00:00+00:00,2024-04-23 02:00:00+07:00,29.95422744750977,715.9240112304688,53.576927185058594,31.402841567993164,26.0,91.0,2.36,7.0,16.0,50.0,90.0,90.0
2024-04-22 20:00:00+00:00,2024-04-23 03:00:00+07:00,29.795135498046875,725.5098876953125,52.24606323242188,31.402841567993164,26.0,93.0,2.17,7.0,16.0,48.0,90.0,90.0
2024-04-22 21:00:00+00:00,2024-04-23 04:00:00+07:00,32.93893814086914,766.9663696289062,49.44144821166992,31.58438873291016,26.0,93.0,2.92,8.0,16.0,46.0,95.0,95.0
2024-04-22 22:00:00+00:00,2024-04-23 05:00:00+07:00,33.3437385559082,825.2093505859375,49.68228912353516,32.37369155883789,26.0,92.0,2.96,8.0,16.0,46.0,96.0,96.0
2024-04-22 23:00:00+00:00,2024-04-23 06:00:00+07:00,32.90398406982422,862.3857421875,49.057865142822266,32.37369155883789,26.0,91.0,2.98,9.0,16.0,45.0,95.0,95.0
2024-04-23 00:00:00+00:00,2024-04-23 07:00:00+07:00,29.661083221435547,1438.3060302734375,41.02505874633789,41.97382736206055,26.0,91.0,2.44,14.0,21.0,38.0,89.0,89.0
2024-04-23 01:00:00+00:00,2024-04-23 08:00:00+07:00,31.825946807861328,1424.341796875,39.09612655639648,41.70918655395508,26.0,86.0,3.02,14.0,21.0,36.0,93.0,93.0
2024-04-23 02:00:00+00:00,2024-04-23 09:00:00+07:00,28.795080184936523,1003.9293212890624,34.24944305419922,32.7322883605957,27.0,82.0,2.59,10.0,16.0,32.0,88.0,88.0
2024-04-23 03:00:00+00:00,2024-04-23 10:00:00+07:00,30.122488021850582,919.9586791992188,40.08528900146485,29.42270851135254,28.0,80.0,2.72,9.0,15.0,37.0,90.0,90.0
2024-04-23 04:00:00+00:00,2024-04-23 11:00:00+07:00,31.44525718688965,1004.6334228515624,41.61007690429688,29.10673713684082,29.0,79.0,2.76,10.0,15.0,39.0,93.0,93.0
2024-04-23 05:00:00+00:00,2024-04-23 12:00:00+07:00,29.721769332885746,996.63623046875,36.3818473815918,29.44216728210449,30.0,78.0,2.59,10.0,15.0,34.0,89.0,89.0
2024-04-23 06:00:00+00:00,2024-04-23 13:00:00+07:00,31.8068790435791,912.5899658203124,32.622032165527344,27.90496253967285,31.0,74.0,3.62,9.0,14.0,30.0,93.0,93.0
2024-04-23 07:00:00+00:00,2024-04-23 14:00:00+07:00,32.644371032714844,1033.64599609375,32.789588928222656,26.636150360107425,31.0,72.0,4.72,10.0,13.0,30.0,95.0,95.0
2024-04-23 08:00:00+00:00,2024-04-23 15:00:00+07:00,36.98486709594727,1238.441650390625,36.0278205871582,33.79281997680664,32.0,73.0,6.12,12.0,17.0,33.0,105.0,105.0
2024-04-23 09:00:00+00:00,2024-04-23 16:00:00+07:00,36.98486709594727,1283.4097900390625,34.33311080932617,35.0226936340332,32.0,73.0,5.89,13.0,18.0,32.0,105.0,105.0
2024-04-23 10:00:00+00:00,2024-04-23 17:00:00+07:00,34.82503128051758,1601.7108154296875,40.582332611083984,40.48069381713867,30.0,79.0,5.04,16.0,20.0,38.0,99.0,99.0
2024-04-23 11:00:00+00:00,2024-04-23 18:00:00+07:00,35.49659729003906,1590.0262451171875,46.59319305419922,43.4536018371582,29.0,82.0,3.49,16.0,22.0,43.0,0.0,43.0
2024-04-23 12:00:00+00:00,2024-04-23 19:00:00+07:00,34.461402893066406,1144.1795654296875,53.43033981323242,34.231815338134766,28.0,79.0,3.01,11.0,17.0,49.0,98.0,98.0
2024-04-23 13:00:00+00:00,2024-04-23 20:00:00+07:00,32.51271057128906,975.7146606445312,60.37389755249024,32.416316986083984,28.0,83.0,1.59,10.0,16.0,54.0,95.0,95.0
2024-04-23 14:00:00+00:00,2024-04-23 21:00:00+07:00,32.47542190551758,903.09619140625,60.21300506591797,32.416316986083984,28.0,83.0,1.01,9.0,16.0,54.0,95.0,95.0
2024-04-23 15:00:00+00:00,2024-04-23 22:00:00+07:00,34.280399322509766,865.4921875,63.87688827514648,31.9030818939209,27.0,85.0,0.3,9.0,16.0,55.0,98.0,98.0
2024-04-23 16:00:00+00:00,2024-04-23 23:00:00+07:00,31.41327476501465,797.6948852539062,60.6945915222168,31.67830467224121,27.0,87.0,0.81,8.0,16.0,54.0,93.0,93.0
2024-04-23 17:00:00+00:00,2024-04-24 00:00:00+07:00,32.151641845703125,747.9605712890625,58.72323226928711,31.627012252807617,27.0,89.0,0.73,7.0,16.0,53.0,94.0,94.0
2024-04-23 18:00:00+00:00,2024-04-24 01:00:00+07:00,28.406862258911133,693.5466918945312,46.5821647644043,31.78152656555176,25.0,94.0,1.45,7.0,16.0,43.0,87.0,87.0
2024-04-23 19:00:00+00:00,2024-04-24 02:00:00+07:00,29.88773536682129,740.798095703125,54.19676971435547,31.402841567993164,26.0,96.0,1.93,7.0,16.0,0.0,90.0,90.0
2024-04-23 20:00:00+00:00,2024-04-24 03:00:00+07:00,26.82196998596192,678.26953125,43.867942810058594,31.78152656555176,25.0,95.0,2.3,7.0,16.0,41.0,84.0,84.0
2024-04-23 21:00:00+00:00,2024-04-24 04:00:00+07:00,28.441312789916992,756.654296875,45.42758941650391,32.005699157714844,25.0,95.0,2.46,8.0,16.0,42.0,87.0,87.0
2024-04-23 22:00:00+00:00,2024-04-24 05:00:00+07:00,29.17002296447754,775.1395874023438,43.99836349487305,32.020103454589844,25.0,95.0,2.95,8.0,16.0,41.0,88.0,88.0
2024-04-23 23:00:00+00:00,2024-04-24 06:00:00+07:00,29.1228084564209,852.0736694335938,47.19612503051758,32.79500198364258,25.0,95.0,2.43,8.0,16.0,44.0,88.0,88.0
2024-04-24 00:00:00+00:00,2024-04-24 07:00:00+07:00,31.454137802124023,1439.7371826171875,44.64825820922852,42.03654098510742,24.0,94.0,2.48,14.0,21.0,41.0,93.0,93.0
